"","year","gross","budget","genres1","genres2","genres3","genres4","genres5","genres6"
"1509",2006,NA,3.2e+07,"Action","Adventure","Romance","Sci-Fi",NA,NA
"1510",2009,NA,2.3e+07,"Action","Comedy","Crime","Western",NA,NA
"1511",2014,102413606,3.4e+07,"Crime","Drama",NA,NA,NA,NA
"1512",2015,10214013,3.5e+07,"Action","Mystery","Sci-Fi","Thriller",NA,NA
"1513",1993,3.2e+07,3e+07,"Comedy",NA,NA,NA,NA,NA
"1514",2006,10139254,3.5e+07,"Drama","Romance",NA,NA,NA,NA
"1515",1999,11227940,3.4e+07,"Drama","Sci-Fi",NA,NA,NA,NA
"1516",2012,183125,3.5e+07,"Action","Adventure","Comedy","Drama","Thriller",NA
"1517",2008,15081783,3.4e+07,"Action","Crime","Drama","Thriller",NA,NA
"1518",2015,37432299,3.4e+07,"Adventure","Animation","Family","Fantasy",NA,NA
"1519",1999,10654581,3.4e+07,"Drama","Romance",NA,NA,NA,NA
"1520",2000,6543194,3.4e+07,"Drama","Sci-Fi","Thriller",NA,NA,NA
"1521",2012,13101142,3.5e+07,"Adventure","Drama","Romance",NA,NA,NA
"1522",2013,8324748,3.5e+07,"Comedy","Romance","Sport",NA,NA,NA
"1523",1981,NA,3.5e+07,"Biography","Drama","History",NA,NA,NA
"1524",1992,141340178,4e+07,"Biography","Drama","History","Romance",NA,NA
"1525",2001,51758599,3.3e+07,"Drama","Thriller",NA,NA,NA,NA
"1526",2000,117559438,3e+07,"Action","Comedy","Crime","Drama","Thriller",NA
"1527",2013,4091,3.4e+07,"Action","Comedy","Crime",NA,NA,NA
"1528",2011,21426805,3e+07,"Adventure","Animation","Comedy","Family","Fantasy",NA
"1529",2012,35057332,3.3e+07,"Action","Adventure","Horror","Sci-Fi","Thriller",NA
"1530",2006,34014398,3.3e+07,"Drama","Music","Romance",NA,NA,NA
"1531",2000,28927720,3.3e+07,"Action","Adventure","Crime","Drama","Thriller",NA
"1532",2004,33682273,3.3e+07,"Crime","Horror","Mystery","Thriller",NA,NA
"1533",2005,4280577,1e+07,"Action","Crime","Drama","Thriller",NA,NA
"1534",2012,17120019,3e+07,"Drama","Romance","Sport",NA,NA,NA
"1535",1999,8406264,3.8e+07,"Action","Crime","Thriller",NA,NA,NA
"1536",1983,309125409,32500000,"Comedy","Drama","Romance",NA,NA,NA
"1537",2008,10955425,3e+07,"Action","Adventure","Fantasy","Sci-Fi",NA,NA
"1538",2008,34180954,3.2e+07,"Action","Sci-Fi","Thriller",NA,NA,NA
"1539",2012,17225675,NA,"Drama","Romance",NA,NA,NA,NA
"1540",2003,173381405,3.3e+07,"Comedy",NA,NA,NA,NA,NA
"1541",1996,104632573,3.2e+07,"Comedy","Family","Fantasy","Romance",NA,NA
"1542",2002,81150692,3.5e+07,"Drama","Fantasy","Romance","Sci-Fi",NA,NA
"1543",1988,60328558,3.2e+07,"Adventure","Comedy","Family","Sport",NA,NA
"1544",2006,80197993,3.2e+07,"Comedy","Drama","Fantasy",NA,NA,NA
"1545",2011,169076745,32500000,"Comedy","Family","Sport",NA,NA,NA
"1546",2013,101470202,3.2e+07,"Comedy","Romance",NA,NA,NA,NA
"1547",1999,50041732,2.9e+07,"Comedy","Fantasy",NA,NA,NA,NA
"1548",2000,48814909,3.2e+07,"Horror",NA,NA,NA,NA,NA
"1549",2010,57744720,2e+07,"Biography","Drama",NA,NA,NA,NA
"1550",2013,21784432,3.5e+07,"Action","Crime","Thriller",NA,NA,NA
"1551",2011,37911876,3.2e+07,"Comedy",NA,NA,NA,NA,NA
"1552",2011,54696902,3.2e+07,"Action","Comedy","Crime",NA,NA,NA
"1553",1993,36733909,3.2e+07,"Mystery","Sci-Fi","Thriller",NA,NA,NA
"1554",2007,35063732,3.2e+07,"Adventure","Biography","Drama","Thriller",NA,NA
"1555",2013,99462,3.3e+07,"Mystery","Thriller",NA,NA,NA,NA
"1556",1979,NA,3.5e+07,"Action","Adventure","Drama","Family",NA,NA
"1557",2005,32701088,3.2e+07,"Action","Comedy","War",NA,NA,NA
"1558",2005,31493782,3.2e+07,"Drama","Family","Sport",NA,NA,NA
"1559",2005,43095600,3.2e+07,"Crime","Drama","Thriller",NA,NA,NA
"1560",1995,18636537,3.2e+07,"Action","Crime","Thriller",NA,NA,NA
"1561",2004,17848322,2.8e+07,"Action","Thriller","Western",NA,NA,NA
"1562",1999,16640210,5.5e+07,"Comedy","Romance",NA,NA,NA,NA
"1563",2010,13763130,3.2e+07,"Drama","Thriller",NA,NA,NA,NA
"1564",2007,10956379,3.5e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"1565",1996,4357000,3e+07,"Action","Drama","Fantasy","Horror","Thriller",NA
"1566",2013,22525921,3e+07,"Comedy","Family","Fantasy",NA,NA,NA
"1567",1997,3562749,3.2e+07,"Comedy",NA,NA,NA,NA,NA
"1568",1999,2899970,3.2e+07,"Animation","Comedy","Family","Fantasy","Musical",NA
"1569",2006,1304837,3.2e+07,"Drama",NA,NA,NA,NA,NA
"1570",2004,NA,3.2e+07,"Drama","Mystery","Thriller",NA,NA,NA
"1571",1979,78800000,31500000,"Action","Adventure","Comedy","Fantasy","Romance",NA
"1572",2010,17797316,3.2e+07,"Drama","War",NA,NA,NA,NA
"1573",1995,82528097,6500000,"Comedy","Romance",NA,NA,NA,NA
"1574",2016,14268533,31500000,"Drama","Music",NA,NA,NA,NA
"1575",1985,87100000,3.1e+07,"Action","Crime","Drama","Mystery","Sci-Fi","Thriller"
"1576",2012,93749203,3.1e+07,"Biography","Drama","Romance",NA,NA,NA
"1577",1979,62700000,3.4e+07,"Drama","Thriller",NA,NA,NA,NA
"1578",2014,59073773,2.5e+07,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"1579",2001,24185781,3.1e+07,"Adventure","Comedy","Crime","Drama",NA,NA
"1580",1990,53133888,3.1e+07,"Drama","Mystery",NA,NA,NA,NA
"1581",2000,44983704,3.1e+07,"Comedy","Fantasy","Horror","Thriller",NA,NA
"1582",2016,118099659,1.44e+08,"Crime","Drama","Mystery","Sci-Fi","Thriller",NA
"1583",2015,58879132,3.1e+07,"Action","Comedy","Fantasy","Sci-Fi",NA,NA
"1584",1995,72077000,30250000,"Adventure","Comedy",NA,NA,NA,NA
"1585",2002,170684505,4.5e+07,"Comedy","Crime","Thriller",NA,NA,NA
"1586",1999,163479795,34200000,"Comedy","Crime","Musical",NA,NA,NA
"1587",2001,145096820,3e+07,"Comedy","Drama",NA,NA,NA,NA
"1588",1995,191796233,3e+07,"Comedy",NA,NA,NA,NA,NA
"1589",1994,121248145,2.5e+07,"Adventure","Animation","Comedy","Family","Fantasy",NA
"1590",2012,125014030,3e+07,"Action","Adventure","Crime","Thriller",NA,NA
"1591",2010,11854694,3.1e+07,"Drama","Romance",NA,NA,NA,NA
"1592",2000,115648585,3e+07,"Drama",NA,NA,NA,NA,NA
"1593",1990,122012643,3e+07,"Biography","Drama","Sport",NA,NA,NA
"1594",2013,116631310,3e+07,"Action","Adventure","Thriller",NA,NA,NA
"1595",2004,114324072,2e+07,"Biography","Drama",NA,NA,NA,NA
"1596",1991,113502246,3.8e+07,"Comedy","Sport",NA,NA,NA,NA
"1597",1995,108360000,3e+07,"Comedy","Fantasy",NA,NA,NA,NA
"1598",2001,108244774,3.7e+07,"Adventure","Comedy",NA,NA,NA,NA
"1599",1996,105444419,2.6e+07,"Comedy","Family","Romance",NA,NA,NA
"1600",1995,100125340,3.3e+07,"Comedy",NA,NA,NA,NA,NA
"1601",2009,115646235,3e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1602",2004,85416609,3e+07,"Action","Sci-Fi","Thriller",NA,NA,NA
"1603",2003,90135191,2.5e+07,"Adventure","Animation","Comedy","Family","Fantasy",NA
"1604",2004,100422786,3e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1605",1999,106694016,3e+07,"Drama","Sport",NA,NA,NA,NA
"1606",2004,64286,2.9e+07,"Comedy","Crime",NA,NA,NA,NA
"1607",2008,76806312,3e+07,"Drama","Romance",NA,NA,NA,NA
"1608",2009,79566871,3e+07,"Comedy","Romance",NA,NA,NA,NA
"1609",2000,76501438,3e+07,"Comedy","Drama","Family","Music","Romance",NA
"1610",1991,74787599,3e+07,"Adventure","Animation","Comedy","Family","Romance",NA
"1611",1994,66528842,3e+07,"Drama","Romance",NA,NA,NA,NA
"1612",2009,83813460,2.5e+07,"Drama","Romance","War","Western",NA,NA
"1613",2002,65010106,3e+07,"Drama","Romance",NA,NA,NA,NA
"1614",2013,66359959,3.5e+07,"Comedy","Drama",NA,NA,NA,NA
"1615",2012,66468315,3e+07,"Comedy","Horror","Romance",NA,NA,NA
"1616",2001,64172251,3e+07,"Action","Crime","Drama","Sci-Fi","Thriller",NA
"1617",1995,66600000,3e+07,"Comedy","Fantasy",NA,NA,NA,NA
"1618",2012,63536011,3e+07,"Comedy","Drama","Family",NA,NA,NA
"1619",2008,62877175,3e+07,"Comedy","Drama","Romance",NA,NA,NA
"1620",NA,NA,NA,"Comedy","Drama","Romance",NA,NA,NA
"1621",2005,74484168,4.5e+07,"Drama","Sport",NA,NA,NA,NA
"1622",2008,60269340,3e+07,"Action","Crime","Drama","Mystery","Thriller",NA
"1623",1998,60033780,3e+07,"Comedy","Romance",NA,NA,NA,NA
"1624",2009,58715510,3e+07,"Drama","Romance",NA,NA,NA,NA
"1625",2004,58156435,1.9e+07,"Comedy","Romance",NA,NA,NA,NA
"1626",2004,56044241,3.7e+07,"Adventure","Comedy","Mystery",NA,NA,NA
"1627",2011,56816662,1.7e+07,"Comedy","Fantasy","Romance",NA,NA,NA
"1628",2014,64238770,4.2e+07,"Comedy","Fantasy","Romance",NA,NA,NA
"1629",2001,52937130,3e+07,"Adventure","Animation","Comedy","Family",NA,NA
"1630",1999,52799004,5.5e+07,"Biography","Crime","Drama",NA,NA,NA
"1631",1989,55210049,27800000,"Drama","Romance",NA,NA,NA,NA
"1632",2002,51432423,3e+07,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"1633",1994,51109400,3e+07,"Comedy","Family","Fantasy","Sport",NA,NA
"1634",1985,50300000,3e+07,"Comedy","Crime",NA,NA,NA,NA
"1635",2005,56068547,3e+07,"Action","Adventure","Thriller",NA,NA,NA
"1636",2007,53680848,3e+07,"Animation","Comedy","Family","Mystery","Sci-Fi",NA
"1637",2005,49186871,NA,"Drama","Romance",NA,NA,NA,NA
"1638",2007,50921738,3e+07,"Adventure","Comedy","Drama","Family","Sport",NA
"1639",2010,53021560,3e+07,"Drama","Mystery","Romance","War",NA,NA
"1640",1989,45645204,3e+07,"Comedy","Drama","Romance",NA,NA,NA
"1641",2012,44328238,NA,"Action","Crime","Thriller",NA,NA,NA
"1642",2005,53337608,4e+07,"Comedy",NA,NA,NA,NA,NA
"1643",2006,42643187,NA,"Animation","Drama","Family","Fantasy","Musical","Romance"
"1644",2015,46875468,3e+07,"Biography","Drama","Sport",NA,NA,NA
"1645",2015,52418902,3e+07,"Action","Crime","Drama","Mystery","Thriller",NA
"1646",2009,42057340,3e+07,"Drama","Sport",NA,NA,NA,NA
"1647",2015,42478175,2.5e+07,"Horror","Thriller",NA,NA,NA,NA
"1648",2003,41407470,3e+07,"Drama","Fantasy","Romance",NA,NA,NA
"1649",2010,42385520,3e+07,"Comedy","Drama","Family",NA,NA,NA
"1650",2002,40118420,3e+07,"Drama","Music","Romance",NA,NA,NA
"1651",2006,40137776,3.8e+07,"Drama","Romance","Sport",NA,NA,NA
"1652",2007,39568996,3.2e+07,"Comedy","Drama","Fantasy","Romance",NA,NA
"1653",2012,42043633,3e+07,"Horror",NA,NA,NA,NA,NA
"1654",2008,38232624,3e+07,"Fantasy","Horror","Mystery","Thriller",NA,NA
"1655",1988,38413606,3e+07,"Comedy",NA,NA,NA,NA,NA
"1656",1987,38122105,2.7e+07,"Action","Comedy","Crime","Thriller",NA,NA
"1657",1986,38747385,2.5e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"1658",2011,40247512,3e+07,"Comedy","Horror","Musical","Sci-Fi",NA,NA
"1659",NA,NA,NA,"Action","Drama","Thriller",NA,NA,NA
"1660",1997,35927406,3e+07,"Drama","Mystery",NA,NA,NA,NA
"1661",2011,35565975,3e+07,"Action","Adventure","Fantasy","Sci-Fi","Thriller",NA
"1662",2013,35266619,3e+07,"Comedy","Drama","Romance",NA,NA,NA
"1663",2006,34703228,3e+07,"Drama","Fantasy","Horror",NA,NA,NA
"1664",NA,NA,NA,"Drama","Music",NA,NA,NA,NA
"1665",2006,38432823,3e+07,"Comedy","Drama",NA,NA,NA,NA
"1666",2001,32095318,4.5e+07,"Crime","Drama","Sport",NA,NA,NA
"1667",2009,31743332,3e+07,"Comedy","Crime",NA,NA,NA,NA
"1668",2013,32154410,3e+07,"Action","Adventure","Animation","Drama","Mystery","Sci-Fi"
"1669",2004,28165882,NA,"Crime","Drama","Thriller",NA,NA,NA
"1670",2011,26687172,3e+07,"Comedy","Family","Romance",NA,NA,NA
"1671",2003,26096584,1.9e+07,"Adventure","Animation","Comedy","Family","Musical",NA
"1672",1998,26525834,3e+07,"Comedy",NA,NA,NA,NA,NA
"1673",2014,30513940,3e+07,"Comedy","Drama","Romance",NA,NA,NA
"1674",1998,23209440,3e+07,"Biography","Drama","Music",NA,NA,NA
"1675",1995,24048000,3e+07,"Drama",NA,NA,NA,NA,NA
"1676",2006,22526144,3e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"1677",2014,30523568,3e+07,"Comedy","Romance","Sci-Fi",NA,NA,NA
"1678",2011,23070045,3e+07,"Horror","Mystery","Thriller",NA,NA,NA
"1679",2004,20422207,3.5e+07,"Adventure","Drama","Thriller",NA,NA,NA
"1680",2012,28644770,3e+07,"Comedy","Drama","Romance",NA,NA,NA
"1681",2004,21800302,3e+07,"Comedy","Romance",NA,NA,NA,NA
"1682",2010,21129348,3.5e+07,"Comedy","Drama","Romance","Sport",NA,NA
"1683",2006,18500966,3e+07,"Crime","Drama","Romance","Thriller",NA,NA
"1684",2005,19976073,2e+07,"Action","Horror","Sci-Fi","Thriller",NA,NA
"1685",1998,18967571,3e+07,"Action","Crime","Drama","Thriller",NA,NA
"1686",1996,17100000,2.5e+07,"Action","Crime","Thriller",NA,NA,NA
"1687",2002,17266505,3e+07,"Action","Adventure","Crime","Drama","Romance",NA
"1688",2010,32357532,3e+07,"Action","Comedy","Horror",NA,NA,NA
"1689",2007,16930884,3e+07,"Comedy","Drama","Romance",NA,NA,NA
"1690",2005,18324242,3.5e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1691",2004,16323969,4e+07,"Drama",NA,NA,NA,NA,NA
"1692",2009,16999046,2.6e+07,"Comedy","Crime","Thriller",NA,NA,NA
"1693",1986,16295774,3.5e+07,"Drama","Horror","Sci-Fi",NA,NA,NA
"1694",2008,15709385,3e+07,"Action","Adventure","Comedy","Romance","Sci-Fi",NA
"1695",2005,14888028,3e+07,"Crime","Drama","Thriller",NA,NA,NA
"1696",2003,14208384,3e+07,"Adventure","Horror","Thriller",NA,NA,NA
"1697",2004,12831121,3e+07,"Comedy","Romance",NA,NA,NA,NA
"1698",2011,18298649,3e+07,"Drama","Mystery","Romance","Thriller",NA,NA
"1699",2005,12712093,3e+07,"Comedy","Horror",NA,NA,NA,NA
"1700",1999,11576087,3e+07,"Biography","Drama","History","Romance",NA,NA
"1701",1999,11900000,3e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"1702",2009,9353573,4.5e+07,"Drama","Fantasy","Thriller",NA,NA,NA
"1703",2013,12026670,4.5e+07,"Action","Adventure","Fantasy","Sci-Fi","Thriller",NA
"1704",2004,14334645,2.5e+07,"Action","Crime","Thriller",NA,NA,NA
"1705",2004,12189514,2.3e+07,"Drama","Horror","Sci-Fi","Thriller",NA,NA
"1706",2011,10134754,3e+07,"Comedy","Romance",NA,NA,NA,NA
"1707",2005,8535575,3e+07,"Animation","Comedy","Family",NA,NA,NA
"1708",2009,7689458,4e+07,"Drama",NA,NA,NA,NA,NA
"1709",2010,7501404,NA,"Adventure","Fantasy","Mystery",NA,NA,NA
"1710",NA,NA,NA,"Comedy","Drama",NA,NA,NA,NA
"1711",2013,19316646,3e+07,"Crime","Drama","Thriller",NA,NA,NA
"1712",2001,10965209,3e+07,"Crime","Thriller",NA,NA,NA,NA
"1713",1989,26830000,1.8e+07,"Action","Crime","Drama","Thriller",NA,NA
"1714",1984,5300000,3e+07,"Drama","History","War",NA,NA,NA
"1715",2013,10880926,3e+07,"Crime","Drama",NA,NA,NA,NA
"1716",2004,3752725,1.8e+07,"Action","Crime","Drama","Thriller",NA,NA
"1717",2002,3517797,2.5e+07,"Drama","Romance",NA,NA,NA,NA
"1718",2005,3101301,NA,"Action","Crime","Drama","Romance","Thriller",NA
"1719",2006,2975649,3e+07,"Action","Drama","Romance","Sport",NA,NA
"1720",2005,668171,6e+07,"Biography","Drama","Romance",NA,NA,NA
"1721",2006,480314,2.1e+07,"Action","Drama","Fantasy",NA,NA,NA
"1722",2007,3904982,3e+07,"Action","Adventure",NA,NA,NA,NA
"1723",2011,127437,1.8e+07,"Biography","Crime","Drama","History","Western",NA
"1724",2009,NA,NA,"Action","Adventure","Drama","History","War",NA
"1725",2015,NA,3e+07,"Comedy","Family",NA,NA,NA,NA
"1726",2011,537580,3e+07,"Action","Crime","Drama","Thriller",NA,NA
"1727",2010,NA,NA,"Action","Biography","Crime","Drama",NA,NA
"1728",2007,NA,3e+07,"Animation","Comedy","Family",NA,NA,NA
"1729",2014,NA,2.4e+07,"Biography","Drama","History",NA,NA,NA
"1730",2014,NA,3e+07,"Drama","History","Sport",NA,NA,NA
"1731",2015,NA,3e+07,"Biography","Drama","Romance",NA,NA,NA
"1732",2002,NA,3e+07,"Adventure","Animation","Fantasy",NA,NA,NA
"1733",2016,NA,1.9e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1734",2015,183436380,2.9e+07,"Adventure","Animation","Comedy","Fantasy",NA,NA
"1735",2005,119518352,2.8e+07,"Comedy","Music",NA,NA,NA,NA
"1736",NA,NA,NA,"Biography","Drama","Music","Romance",NA,NA
"1737",2000,37036404,3e+07,"Adventure","Drama","Mystery","Sci-Fi","Thriller",NA
"1738",1997,22359293,2.9e+07,"Comedy","Drama","Romance",NA,NA,NA
"1739",2008,18593156,3.5e+07,"Adventure","Comedy","Family","Fantasy",NA,NA
"1740",2002,NA,2.9e+07,"Drama",NA,NA,NA,NA,NA
"1741",2002,16930185,2.9e+07,"Biography","Comedy","Crime","Drama","Romance","Thriller"
"1742",2016,63034755,2.9e+07,"Comedy","Romance",NA,NA,NA,NA
"1743",1987,5899797,2.9e+07,"Comedy",NA,NA,NA,NA,NA
"1744",1999,4554569,2.8e+07,"Biography","Drama","History",NA,NA,NA
"1745",2004,17016190,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"1746",2005,6301131,2.9e+07,"Comedy","Fantasy","Horror","Thriller",NA,NA
"1747",1992,217350219,2.8e+07,"Drama","Mystery","Sci-Fi","Thriller",NA,NA
"1748",2015,161029270,2.8e+07,"Adventure","Animation","Comedy","Family","Fantasy","Musical"
"1749",1984,179870271,2.8e+07,"Biography","Crime","Drama","History","Music",NA
"1750",1998,100491683,2.4e+07,"Action","Adventure",NA,NA,NA,NA
"1751",2001,74058698,6e+07,"Adventure","Animation","Comedy","Drama","Family","Musical"
"1752",2016,NA,2.9e+07,"Crime","Drama","Thriller",NA,NA,NA
"1753",2003,55845943,2.9e+07,"Biography","Comedy","Drama","Music","Romance",NA
"1754",1988,81350242,2.8e+07,"Action","Crime","Thriller",NA,NA,NA
"1755",2008,67266300,2.8e+07,"Action","Thriller",NA,NA,NA,NA
"1756",2015,70235322,2.8e+07,"Comedy",NA,NA,NA,NA,NA
"1757",2009,7443007,3e+07,"Biography","Comedy","Drama","History",NA,NA
"1758",2004,64371181,2.8e+07,"Comedy","Drama","Music",NA,NA,NA
"1759",2004,58885635,2.6e+07,"Biography","Drama","History","Sport",NA,NA
"1760",2001,60400856,3.5e+07,"Action","Horror","Thriller",NA,NA,NA
"1761",2013,NA,3e+07,"Comedy","Romance",NA,NA,NA,NA
"1762",2001,52353636,2.1e+07,"Adventure","Animation","Sci-Fi",NA,NA,NA
"1763",2003,51475962,3e+07,"Comedy","Drama",NA,NA,NA,NA
"1764",2013,63910583,2.8e+07,"Mystery","Thriller",NA,NA,NA,NA
"1765",1981,62300000,2.8e+07,"Comedy","Romance",NA,NA,NA,NA
"1766",2001,49968653,2.8e+07,"Action","Adventure","Thriller",NA,NA,NA
"1767",1994,44450000,2.7e+07,"Comedy","Romance",NA,NA,NA,NA
"1768",2001,45162741,2.8e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"1769",2013,71346930,2.8e+07,"Comedy",NA,NA,NA,NA,NA
"1770",1993,39514713,2.8e+07,"Drama","Romance","Thriller",NA,NA,NA
"1771",2007,43097652,2.8e+07,"Comedy","Family","Fantasy",NA,NA,NA
"1772",2010,48043505,3e+07,"Comedy","Drama","Romance",NA,NA,NA
"1773",2011,37053924,2.8e+07,"Action","Comedy",NA,NA,NA,NA
"1774",2000,33000377,2.8e+07,"Action","Comedy","Crime",NA,NA,NA
"1775",2014,66950483,2.8e+07,"Action","Fantasy","Horror","Thriller",NA,NA
"1776",2005,38372662,2.8e+07,"Comedy","Family",NA,NA,NA,NA
"1777",1982,2.7e+07,2.8e+07,"Drama","Romance",NA,NA,NA,NA
"1778",1995,31600000,2.8e+07,"Sci-Fi","Thriller",NA,NA,NA,NA
"1779",2014,30688364,2.8e+07,"Adventure","Biography",NA,NA,NA,NA
"1780",2007,28563179,2.1e+07,"Action","Drama","Thriller",NA,NA,NA
"1781",2000,16779636,2.8e+07,"Crime","Drama","Thriller",NA,NA,NA
"1782",2001,10762178,1.6e+08,"Drama","Horror","Thriller",NA,NA,NA
"1783",2006,17324744,2.8e+07,"Documentary",NA,NA,NA,NA,NA
"1784",1999,8888143,2.8e+07,"Comedy","Fantasy","Romance",NA,NA,NA
"1785",2010,24268828,2.8e+07,"Comedy","Drama","Sport",NA,NA,NA
"1786",1997,8119205,2.8e+07,"Action","Comedy","Family",NA,NA,NA
"1787",2001,8434601,2.8e+07,"Comedy","Family","Fantasy",NA,NA,NA
"1788",2015,6998324,2.8e+07,"Action","Horror","Sci-Fi",NA,NA,NA
"1789",2016,10907291,2.8e+07,"Comedy","Drama",NA,NA,NA,NA
"1790",1997,5532301,2.8e+07,"Action","Horror","Romance",NA,NA,NA
"1791",2008,2775593,2.7e+07,"Biography","Drama","History","War",NA,NA
"1792",2013,28751715,2.8e+07,"Comedy","Drama","Romance",NA,NA,NA
"1793",2006,NA,2.4e+07,"Action","Comedy","Crime",NA,NA,NA
"1794",2014,20285518,2.8e+07,"Adventure","Drama","History","Romance","Thriller","War"
"1795",1983,67900000,27500000,"Action","Crime","Drama","Thriller",NA,NA
"1796",2007,148734225,3e+07,"Action","Adventure","Thriller",NA,NA,NA
"1797",2009,49185998,3e+07,"Comedy","Romance",NA,NA,NA,NA
"1798",2008,42168445,3.5e+07,"Drama",NA,NA,NA,NA,NA
"1799",1984,26400000,1.6e+07,"Comedy","Drama","Romance",NA,NA,NA
"1800",2006,17508670,1.5e+07,"Adventure","Drama","History",NA,NA,NA
"1801",2007,9664316,27500000,"Crime","Drama","Romance","Thriller",NA,NA
"1802",NA,NA,NA,"Drama","Thriller",NA,NA,NA,NA
"1803",1991,74888996,3e+07,"Crime","Drama","Sci-Fi","Thriller",NA,NA
"1804",2002,69586544,2.7e+07,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"1805",2016,362645141,1.75e+08,"Drama",NA,NA,NA,NA,NA
"1806",1997,60491560,2.7e+07,"Adventure","Drama","Family","Fantasy",NA,NA
"1807",1980,54200000,2.7e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1808",2008,44087387,NA,"Action","Comedy","Crime","Music",NA,NA
"1809",2012,30920167,2.5e+07,"Comedy","Drama","Family","Romance",NA,NA
"1810",2002,40566655,3e+07,"Comedy","Music",NA,NA,NA,NA
"1811",1999,31768374,2.7e+07,"Comedy","Drama","Romance",NA,NA,NA
"1812",2006,22494487,2.7e+07,"Action","Comedy","Horror",NA,NA,NA
"1813",1983,21500000,2.7e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1814",2011,4463292,3e+07,"Adventure","Drama","History",NA,NA,NA
"1815",1984,NA,2.7e+07,"Drama","History","Thriller",NA,NA,NA
"1816",1998,14337579,2.7e+07,"Adventure","Drama","Family","Fantasy",NA,NA
"1817",2008,13823741,13500000,"Action","Drama","Fantasy","Mystery","Sci-Fi","Thriller"
"1818",NA,NA,NA,"Biography","Drama","History","Romance",NA,NA
"1819",1985,NA,2.5e+07,"Comedy","Family",NA,NA,NA,NA
"1820",1998,10297897,2.7e+07,"Adventure","Family","Fantasy","Horror","Mystery",NA
"1821",2009,13248477,2.7e+07,"Action","Crime","Drama","History","Western",NA
"1822",2004,8712564,2.7e+07,"Horror","Mystery","Thriller",NA,NA,NA
"1823",2007,7486906,2.7e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1824",2011,38536376,2.7e+07,"Comedy","Drama","Family",NA,NA,NA
"1825",2016,41008532,2.7e+07,"Action","Adventure","Comedy","Family","Sci-Fi",NA
"1826",2001,5204007,2.8e+07,"Crime","Drama","Thriller",NA,NA,NA
"1827",1999,4485485,1.5e+07,"Action","Comedy","Crime","Thriller",NA,NA
"1828",2004,4476235,2.7e+07,"Comedy","Crime","Drama",NA,NA,NA
"1829",2008,1089365,2.5e+07,"Crime","Horror","Mystery","Thriller",NA,NA
"1830",2003,763044,2.3e+07,"Comedy","Drama",NA,NA,NA,NA
"1831",2006,NA,2.7e+07,"Drama","Thriller",NA,NA,NA,NA
"1832",2009,20819129,2.6e+07,"Drama","Musical","Romance",NA,NA,NA
"1833",2003,110222438,2.6e+07,"Action","Comedy","Crime",NA,NA,NA
"1834",2005,109243478,2.6e+07,"Comedy","Family","Fantasy","Music","Romance",NA
"1835",1998,100241322,2.5e+07,"Comedy","Romance",NA,NA,NA,NA
"1836",2014,25977365,2.8e+07,"Comedy","Drama","Romance",NA,NA,NA
"1837",1990,91457688,2.6e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"1838",2008,87341380,2.7e+07,"Action","Comedy","Crime",NA,NA,NA
"1839",1998,65703412,2.6e+07,"Action","Comedy","Crime",NA,NA,NA
"1840",2003,58328680,2.2e+07,"Comedy","Drama","Romance",NA,NA,NA
"1841",1990,61490000,2.6e+07,"Drama","Romance","Western",NA,NA,NA
"1842",NA,NA,NA,"Drama","Horror","Sci-Fi","Thriller",NA,NA
"1843",1977,50800000,2.6e+07,"Comedy",NA,NA,NA,NA,NA
"1844",2005,57859105,2.6e+07,"Drama","History","War",NA,NA,NA
"1845",2003,46455802,2.6e+07,"Mystery","Thriller",NA,NA,NA,NA
"1846",2000,45506619,2.6e+07,"Horror","Thriller",NA,NA,NA,NA
"1847",2010,40168080,2.6e+07,"Adventure","Comedy","Crime","Music",NA,NA
"1848",2013,49874933,2.6e+07,"Action","Fantasy","Horror",NA,NA,NA
"1849",2004,45489752,2.6e+07,"Comedy","Crime","Drama",NA,NA,NA
"1850",2002,36985501,2.6e+07,"Comedy","Drama","Romance",NA,NA,NA
"1851",1985,33200000,2.6e+07,"Action","Adventure","Comedy","Sci-Fi","Thriller",NA
